Record ID,Case ID,Landlord Name,Landlord Type,Decision Date,Category,Complaint Description,Finding Outcome,Source Decision ID
2719,202332031,North Devon Homes,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1188
2720,202446833,Notting Hill Genesis,Housing Association,27 November 2025,Complaint Handling,Landlord’s response to the resident’s concerns about trickle vents,Reasonable Redress,1189
2721,202446833,Notting Hill Genesis,Housing Association,27 November 2025,Complaint Handling,Landlord’s response to the resident’s reports of a bad smell in the property,Reasonable Redress,1189
2722,202446833,Notting Hill Genesis,Housing Association,27 November 2025,Rent & Service Charges,Landlord’s response to the resident’s service charge enquiries about cleaning and gardening,Maladministration,1189
2723,202446833,Notting Hill Genesis,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint s,Reasonable Redress,1189
2724,202510395,Notting Hill Genesis,Housing Association,27 November 2025,Damp & Mould,The handling of damp and mould,Reasonable Redress,1190
2725,202510395,Notting Hill Genesis,Housing Association,27 November 2025,Rent & Service Charges,The handling of the rent account,No Maladministration,1190
2726,202510395,Notting Hill Genesis,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1190
2727,202334619,Orbit Housing Association Limited,Housing Association,27 November 2025,Complaint Handling,The landlord’s response to the resident’s concerns about her service charges.,Maladministration,1192
2728,202334619,Orbit Housing Association Limited,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1192
2729,202505886,Oxford City Council,Local Authority,27 November 2025,Damp & Mould,Reports of damp and mould,Service Failure,1193
2730,202505886,Oxford City Council,Local Authority,27 November 2025,Anti-Social Behaviour (ASB),Reports of anti-social behaviour,No Maladministration,1193
2731,202505886,Oxford City Council,Local Authority,27 November 2025,Other,Reports of no soundproofing,No Maladministration,1193
2732,202505886,Oxford City Council,Local Authority,27 November 2025,Other,,Reasonable Redress,1193
2733,202338335,Paradigm Housing Group Limited,Housing Association,27 November 2025,Other,Reports of subsidence,Maladministration,1194
2734,202338335,Paradigm Housing Group Limited,Housing Association,27 November 2025,Other,,Service Failure,1194
2735,202320146,Paragon Asra Housing Limited,Housing Association,27 November 2025,Rent & Service Charges,The increase in the service charge.,Outside Jurisdiction,1195
2736,202320146,Paragon Asra Housing Limited,Housing Association,27 November 2025,Rent & Service Charges,"How the landlord handled the resident’s queries about the service charge, including his request for it to provide a breakdown and justify the charges.",Maladministration,1195
2737,202320146,Paragon Asra Housing Limited,Housing Association,27 November 2025,Complaint Handling,Complaint handling,Service Failure,1195
2738,202505348,Paragon Asra Housing Limited,Housing Association,27 November 2025,Anti-Social Behaviour (ASB),Reports of ASB and harassment by a neighbour,Reasonable Redress,1196
2739,202505348,Paragon Asra Housing Limited,Housing Association,27 November 2025,Other,Request to install an EV charger,No Maladministration,1196
2740,202505348,Paragon Asra Housing Limited,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1196
2741,202320040,Peabody Trust,Housing Association,27 November 2025,Complaint Handling,Response to the resident’s request for information about service charges.,Reasonable Redress,1197
2742,202320040,Peabody Trust,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1197
2743,202400765,Peabody Trust,Housing Association,27 November 2025,Damp & Mould,Damp and mould reports,Reasonable Redress,1198
2744,202400765,Peabody Trust,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1198
2745,202503097,Rooftop Housing Association Limited,Housing Association,27 November 2025,Estate Management,Rubbish left in the garden,Maladministration,1199
2746,202503097,Rooftop Housing Association Limited,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1199
2747,202502260,Saffron Housing Trust Limited,Housing Association,27 November 2025,Damp & Mould,"Leaks, damp and mould",Maladministration,1200
2748,202502260,Saffron Housing Trust Limited,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1200
2749,202429536,Sanctuary Housing Association,Housing Association,27 November 2025,Repairs & Maintenance,The landlord’s handling of the door repair,Reasonable Redress,1201
2750,202429536,Sanctuary Housing Association,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1201
2751,202411019,Southend on Sea City Council,Local Authority / ALMO or TMO,27 November 2025,Repairs & Maintenance,The handling of an error with the boiler installation,Maladministration,1202
2752,202411019,Southend on Sea City Council,Local Authority / ALMO or TMO,27 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1202
2753,202404949,Southwark Council,Local Authority / ALMO or TMO,27 November 2025,Other,The resident’s reports of leaks,Reasonable Redress,1203
2754,202404949,Southwark Council,Local Authority / ALMO or TMO,27 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1203
2755,202334016,Sovereign Network Group,Housing Association,27 November 2025,Complaint Handling,The landlord’s handling of the resident’s concerns about streetlighting and signage,Reasonable Redress,1204
2756,202334016,Sovereign Network Group,Housing Association,27 November 2025,Complaint Handling,The landlord’s handling of the resident’s complaint,Service Failure,1204
2757,202440105,Sovereign Network Group,Housing Association,27 November 2025,Damp & Mould,The landlord’s response to reports of damp and mould in the property,Maladministration,1205
2758,202440105,Sovereign Network Group,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1205
2759,202324456,Stonewater Limited,Housing Association,27 November 2025,Estate Management,The landlord’s handling of reports of damage in the garden,Reasonable Redress,1206
2760,202324456,Stonewater Limited,Housing Association,27 November 2025,Leaks & Water Ingress,The landlord’s handling of water ingress in the kitchen,Maladministration,1206
2761,202324456,Stonewater Limited,Housing Association,27 November 2025,Other,The landlord’s handing of the resident’s request for assistance installing a gas cooker,Reasonable Redress,1206
2762,202324456,Stonewater Limited,Housing Association,27 November 2025,Leaks & Water Ingress,The landlord’s handling of reports of a leak in the bedroom,Reasonable Redress,1206
2763,202324456,Stonewater Limited,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1206
2764,202501523,Stonewater Limited,Housing Association,27 November 2025,Damp & Mould,"The landlord’s response to the resident’s reports of leaks, damp and mould in her home .",Maladministration,1207
2765,202501523,Stonewater Limited,Housing Association,27 November 2025,Complaint Handling,The landlord’s response to missed appointments by its contractors.,Reasonable Redress,1207
2766,202501523,Stonewater Limited,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1207
2767,202317086,Tendring District Council,Local Authority / ALMO or TMO,17 November 2025,Leaks & Water Ingress,The landlord’s handling of a roof leak,Reasonable Redress,1208
2768,202317086,Tendring District Council,Local Authority / ALMO or TMO,17 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1208
2769,202346833,The Community Housing Group Limited,Housing Association,27 November 2025,Complaint Handling,The landlord’s handling of the resident’s concerns about smoke alarms,Outside Jurisdiction,1209
2770,202346833,The Community Housing Group Limited,Housing Association,27 November 2025,Leaks & Water Ingress,The repairs to the heating and hot water,Maladministration,1209
2771,202346833,The Community Housing Group Limited,Housing Association,27 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1209
2772,202430718,The Guinness Partnership Limited,Housing Association,19 November 2025,Repairs & Maintenance,The landlord’s handling of roof repairs and leaks.,Maladministration,1210
2773,202430718,The Guinness Partnership Limited,Housing Association,19 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1210
2774,202436798,The Guinness Partnership Limited,Housing Association,27 November 2025,Other,How the landlord dealt with reports of leaks at the property and damage caused,Maladministration,1211
2775,202436798,The Guinness Partnership Limited,Housing Association,27 November 2025,Other,,Reasonable Redress,1211
2776,202323688,West Northamptonshire Council,Local Authority / ALMO or TMO,27 November 2025,Repairs & Maintenance,The landlord’s handling of roof repairs,Service Failure,1212
2777,202323688,West Northamptonshire Council,Local Authority / ALMO or TMO,27 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1212
2778,202402787,Aspire Housing Limited,Housing Association,26 November 2025,Other,The resident’s reports of low temperatures in his home,Reasonable Redress,1214
2779,202402787,Aspire Housing Limited,Housing Association,26 November 2025,Other,,Reasonable Redress,1214
2780,202345261,Babergh District Council,Local Authority / ALMO or TMO,26 November 2025,Pest Control,Handling of a pest infestation,Maladministration,1215
2781,202345261,Babergh District Council,Local Authority / ALMO or TMO,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1215
2782,202421070,Broadland Housing Association Limited,Housing Association,26 November 2025,Damp & Mould,Reports of damp and mould,Maladministration,1216
2783,202421070,Broadland Housing Association Limited,Housing Association,26 November 2025,Rehousing & Allocations,Request for management transfer,No Maladministration,1216
2784,202421070,Broadland Housing Association Limited,Housing Association,26 November 2025,Complaint Handling,Complaint handling,Service Failure,1216
2785,202336072,City of London Corporation,Local Authority / ALMO or TMO,28 November 2025,Complaint Handling,The handling of the resident’s reports of a flooded balcony,No Maladministration,1217
2786,202336072,City of London Corporation,Local Authority / ALMO or TMO,28 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1217
2787,202323256,Clarion Housing Association Limited,Housing Association,26 November 2025,Estate Management,Response to the resident’s concerns about updating her parking permit,Reasonable Redress,1218
2788,202323256,Clarion Housing Association Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1218
2789,202323759,Clarion Housing Association Limited,Housing Association,26 November 2025,Estate Management,Response to the resident’s concerns about garden maintenance,Reasonable Redress,1219
2790,202323759,Clarion Housing Association Limited,Housing Association,26 November 2025,Complaint Handling,Response to reports of a leaking toilet,Reasonable Redress,1219
2791,202323759,Clarion Housing Association Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1219
2792,202430845,Clarion Housing Association Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the resident’s request for aids and adaptations to her home,Maladministration,1220
2793,202430845,Clarion Housing Association Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1220
2794,202419137,GreenSquareAccord Limited,Housing Association,26 November 2025,Damp & Mould,The landlord’s response to the resident’s reports of damp and mould,No Maladministration,1221
2795,202419137,GreenSquareAccord Limited,Housing Association,26 November 2025,Repairs & Maintenance,The landlord’s response to the resident’s reports of repairs to a window and an internal door,Reasonable Redress,1221
2796,202419137,GreenSquareAccord Limited,Housing Association,26 November 2025,Complaint Handling,The landlord’s complaint handling,No Maladministration,1221
2797,202453385,GreenSquareAccord Limited,Housing Association,26 November 2025,Damp & Mould,"Reports of repairs to ventilation unit, damp and mould.",Maladministration,1222
2798,202453385,GreenSquareAccord Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1222
2799,202503967,Home Group Limited,Housing Association,26 November 2025,Damp & Mould,The landlord’s handling of the residents reports of damp and mould,Maladministration,1223
2800,202503967,Home Group Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1223
2801,202449388,Hyde Housing Association Limited,Housing Association,26 November 2025,Pest Control,The landlord’s handling of the resident’s report of a pest infestation in the carpets,No Maladministration,1224
2802,202449388,Hyde Housing Association Limited,Housing Association,26 November 2025,Other,The landlord’s decision not to remove or replace the resident’s carpets,No Maladministration,1224
2803,202449388,Hyde Housing Association Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1224
2804,202504817,Hyde Housing Association Limited,Housing Association,26 November 2025,Damp & Mould,The landlord’s handling of the resident’s reports of damp and mould,Service Failure,1225
2805,202504817,Hyde Housing Association Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1225
2806,202503727,Islington and Shoreditch Housing Association Limited,Housing Association,26 November 2025,Damp & Mould,How the landlord handled the resident’s reports of damp and mould.,Maladministration,1226
2807,202503727,Islington and Shoreditch Housing Association Limited,Housing Association,26 November 2025,Other,How the landlord handled the resident’s reports of overcrowding.,No Maladministration,1226
2808,202503727,Islington and Shoreditch Housing Association Limited,Housing Association,26 November 2025,Complaint Handling,How the landlord handled the resident’s complaint.,No Maladministration,1226
2809,202331981,London & Quadrant Housing Trust,Housing Association,26 November 2025,Complaint Handling,The landlord’s handling of the resident’s reports relating to bathroom and kitchen upgrades.,Maladministration,1228
2810,202331981,London & Quadrant Housing Trust,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1228
2811,202333912,London & Quadrant Housing Trust,Housing Association,26 November 2025,Anti-Social Behaviour (ASB),The landlord’s handling of the resident’s reports of ASB,Service Failure,1229
2812,202333912,London & Quadrant Housing Trust,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1229
2813,202345851,London & Quadrant Housing Trust,Housing Association,26 November 2025,Estate Management,T he landlord’s response to concerns raised about the cleaning and maintenance of the external communal areas and bin stores,Maladministration,1230
2814,202345851,London & Quadrant Housing Trust,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1230
2815,202428005,London & Quadrant Housing Trust,Housing Association,26 November 2025,Complaint Handling,The landlord’s handling of cracks in the resident’s property,Maladministration,1231
2816,202428005,London & Quadrant Housing Trust,Housing Association,26 November 2025,Complaint Handling,The landlord’s complaint handling,Maladministration,1231
2817,202440050,London Borough of Hounslow,Local Authority / ALMO or TMO,26 November 2025,Complaint Handling,Handling of resident’s concerns about the kitchen .,Maladministration,1232
2818,202440050,London Borough of Hounslow,Local Authority / ALMO or TMO,26 November 2025,Repairs & Maintenance,Handling of resident’s concerns about the front door.,Maladministration,1232
2819,202440050,London Borough of Hounslow,Local Authority / ALMO or TMO,26 November 2025,Complaint Handling,Handling of resident’s concerns about staff conduct .,Reasonable Redress,1232
2820,202440050,London Borough of Hounslow,Local Authority / ALMO or TMO,26 November 2025,Complaint Handling,Handling of resident’s request to move,Service Failure,1232
2821,202440050,London Borough of Hounslow,Local Authority / ALMO or TMO,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1232
2822,202306007,London Borough of Islington,Local Authority / ALMO or TMO,26 November 2025,Anti-Social Behaviour (ASB),Reports of ASB,Maladministration,1233
2823,202306007,London Borough of Islington,Local Authority / ALMO or TMO,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1233
2824,202403435,London Borough of Lambeth,Local Authority / ALMO or TMO,26 November 2025,Other,Blocked drains,Service Failure,1234
2825,202403435,London Borough of Lambeth,Local Authority / ALMO or TMO,26 November 2025,Other,Outstanding works at the property,Maladministration,1234
2826,202403435,London Borough of Lambeth,Local Authority / ALMO or TMO,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1234
2827,202509527,London Borough of Lambeth,Local Authority / ALMO or TMO,26 November 2025,Damp & Mould,R eports of damp and mould in the bathroom,Service Failure,1235
2828,202509527,London Borough of Lambeth,Local Authority / ALMO or TMO,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1235
2829,202430563,London Borough of Lewisham,Local Authority,26 November 2025,Leaks & Water Ingress,"The landlord’s response to the leaseholder’s report of a leak, which caused damage",Maladministration,1236
2830,202430563,London Borough of Lewisham,Local Authority,26 November 2025,Complaint Handling,handling,No Maladministration,1236
2831,202421884,Metropolitan Thames Valley Housing (MTV),Housing Association,26 November 2025,Leaks & Water Ingress,The landlord’s response to the resident’s concerns about a roof leak,Maladministration,1237
2832,202421884,Metropolitan Thames Valley Housing (MTV),Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1237
2833,202330411,Notting Hill Genesis,Housing Association,26 November 2025,Repairs & Maintenance,The landlord’s response to window repairs in the property.,Maladministration,1238
2834,202330411,Notting Hill Genesis,Housing Association,26 November 2025,Other,,Service Failure,1238
2835,202426945,One Housing Group Limited,Housing Association,26 November 2025,Leaks & Water Ingress,The roof leak,Reasonable Redress,1239
2836,202426945,One Housing Group Limited,Housing Association,26 November 2025,Other,The resident’s reimbursement request,Maladministration,1239
2837,202426945,One Housing Group Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1239
2838,202325539,Peabody Trust,Housing Association,26 November 2025,Complaint Handling,The landlord’s response to reports of leaks into the property and its handling of the subsequent repairs .,Reasonable Redress,1241
2839,202325539,Peabody Trust,Housing Association,26 November 2025,Repairs & Maintenance,T he landlord’s response to reports of repair to the bathroom door handle/lock,Reasonable Redress,1241
2840,202325539,Peabody Trust,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1241
2841,202409860,Peabody Trust,Housing Association,26 November 2025,Complaint Handling,The landlord’s response to the resident’s request for it to carry out a fire risk appraisal of the external walls of his block and issue an external wall system form (EWS1) .,Maladministration,1242
2842,202409860,Peabody Trust,Housing Association,26 November 2025,Other,s,Service Failure,1242
2843,202446687,Peabody Trust,Housing Association,26 November 2025,Damp & Mould,The landlord ’ s handling of reports of damp and mould,Service Failure,1243
2844,202446687,Peabody Trust,Housing Association,26 November 2025,Complaint Handling,The landlord’s handling of r eports about the poor condition of windows in the property,Maladministration,1243
2845,202446687,Peabody Trust,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1243
2846,202506546,Peabody Trust,Housing Association,26 November 2025,Anti-Social Behaviour (ASB),How the landlord handled reports of noise nuisance and antisocial behaviour,No Maladministration,1244
2847,202506546,Peabody Trust,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1244
2848,202503843,Platform Housing Group Limited,Housing Association,26 November 2025,Repairs & Maintenance,The landlord’s handling of the resident’s reports of repairs to the roof.,Maladministration,1245
2849,202503843,Platform Housing Group Limited,Housing Association,26 November 2025,Pest Control,The landlord’s handling of the resident’s reports of a pest infestation,Maladministration,1245
2850,202503843,Platform Housing Group Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1245
2851,202342877,Sanctuary Housing Association,Housing Association,26 November 2025,Other,Banging Pipes,Maladministration,1246
2852,202342877,Sanctuary Housing Association,Housing Association,26 November 2025,Leaks & Water Ingress,Loss of heating and hot water,Reasonable Redress,1246
2853,202342877,Sanctuary Housing Association,Housing Association,26 November 2025,Estate Management,Communal Heating Upgrade,Service Failure,1246
2854,202342877,Sanctuary Housing Association,Housing Association,26 November 2025,Other,Request for key fobs,Service Failure,1246
2855,202342877,Sanctuary Housing Association,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1246
2856,202347299,Southern Housing,Housing Association,26 November 2025,Anti-Social Behaviour (ASB),R eports of ASB by a neighbour,Service Failure,1247
2857,202347299,Southern Housing,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1247
2858,202438858,Southern Housing,Housing Association,26 November 2025,Complaint Handling,The landlord’s handling of the resident’s reports of a faulty radiator.,Reasonable Redress,1248
2859,202438858,Southern Housing,Housing Association,26 November 2025,Other,.,Maladministration,1248
2860,202334637,Southwark Council,Local Authority,26 November 2025,Leaks & Water Ingress,The response to the resident’s reports of a leak,Maladministration,1249
2861,202334637,Southwark Council,Local Authority,26 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1249
2862,202508050,Sovereign Network Group,Housing Association,26 November 2025,Leaks & Water Ingress,Reports of a leak over the front door,Reasonable Redress,1250
2863,202508050,Sovereign Network Group,Housing Association,26 November 2025,Complaint Handling,The complaint,Reasonable Redress,1250
2864,202506964,Stockport Homes Limited,Local Authority / ALMO or TMO,26 November 2025,Damp & Mould,Reports of damp and mould and associated repairs,Service Failure,1251
2865,202506964,Stockport Homes Limited,Local Authority / ALMO or TMO,26 November 2025,Anti-Social Behaviour (ASB),Reports of ASB,No Maladministration,1251
2866,202506964,Stockport Homes Limited,Local Authority / ALMO or TMO,26 November 2025,Other,Concerns about its communication relating to a request for a housing transfe r,Service Failure,1251
2867,202506964,Stockport Homes Limited,Local Authority / ALMO or TMO,26 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1251
2868,202433548,The Guinness Partnership Limited,Housing Association,26 November 2025,Damp & Mould,"The resident’s request for compensation for damaged items, following their reports of damp and mould",Maladministration,1252
2869,202433548,The Guinness Partnership Limited,Housing Association,26 November 2025,Other,,Reasonable Redress,1252
2870,202320063,Torus62 Limited,Housing Association,26 November 2025,Other,The resident’s reports of various repairs .,Reasonable Redress,1253
2871,202320063,Torus62 Limited,Housing Association,26 November 2025,Complaint Handling,The landlord’s complaint handling,Service Failure,1253
2872,202347345,Trent & Dove Housing Limited,Housing Association,26 November 2025,Complaint Handling,The landlord’s response to the reports of draughty and misted windows,Maladministration,1254
2873,202347345,Trent & Dove Housing Limited,Housing Association,26 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1254
2874,202321097,Amplius Living,Housing Association,25 November 2025,Complaint Handling,The landlord’s handling of the resident’s concerns regarding his property being cold due to draughts entering his home.,Service Failure,1255
2875,202321097,Amplius Living,Housing Association,25 November 2025,Other,,Reasonable Redress,1255
2876,202422555,Amplius Living,Housing Association,25 November 2025,Repairs & Maintenance,Defects to the front door,Service Failure,1256
2877,202422555,Amplius Living,Housing Association,25 November 2025,Other,Repairs to the back light,Service Failure,1256
2878,202422555,Amplius Living,Housing Association,25 November 2025,Estate Management,D efects in the garden and gate,Reasonable Redress,1256
2879,202422555,Amplius Living,Housing Association,25 November 2025,Repairs & Maintenance,D efects with the roof tiles,No Maladministration,1256
2880,202422555,Amplius Living,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1256
2881,202423441,B3 Living Limited,Housing Association,25 November 2025,Other,The landlord’s management of the property condition at letting and associated repairs.,Reasonable Redress,1257
2882,202423441,B3 Living Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1257
2883,202334810,Birmingham City Council,Local Authority / ALMO or TMO,25 November 2025,Estate Management,The landlord’s response to the standard of the communal cleaning.,Service Failure,1258
2884,202334810,Birmingham City Council,Local Authority / ALMO or TMO,25 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1258
2885,202507819,Canterbury City Council,Local Authority / ALMO or TMO,25 November 2025,Anti-Social Behaviour (ASB),The resident’s report of ASB,Maladministration,1259
2886,202507819,Canterbury City Council,Local Authority / ALMO or TMO,25 November 2025,Repairs & Maintenance,The resident’s report to repair the fence,Reasonable Redress,1259
2887,202507819,Canterbury City Council,Local Authority / ALMO or TMO,25 November 2025,Complaint Handling,The handling of the complaint,Maladministration,1259
2888,202424032,City of Westminster Council,Local Authority / ALMO or TMO,25 November 2025,Anti-Social Behaviour (ASB),The resident’s reports of ASB,No Maladministration,1260
2889,202424032,City of Westminster Council,Local Authority / ALMO or TMO,25 November 2025,Other,C ounter allegations made against the resident by the neighbour,No Maladministration,1260
2890,202424032,City of Westminster Council,Local Authority / ALMO or TMO,25 November 2025,Complaint Handling,C omplaint handling,Reasonable Redress,1260
2891,202450956,Clarion Housing Association Limited,Housing Association,25 November 2025,Anti-Social Behaviour (ASB),The landlord’s handling of the resident’s reports of ASB,Reasonable Redress,1261
2892,202450956,Clarion Housing Association Limited,Housing Association,25 November 2025,Rehousing & Allocations,The landlord’s handling of the resident’s request for a transfer,No Maladministration,1261
2893,202450956,Clarion Housing Association Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1261
2894,202508040,Colchester City Council,Local Authority / ALMO or TMO,25 November 2025,Pest Control,Pigeon infestation,No Maladministration,1262
2895,202508040,Colchester City Council,Local Authority / ALMO or TMO,25 November 2025,Complaint Handling,The complaint,No Maladministration,1262
2896,202506388,GreenSquareAccord Limited,Housing Association,25 November 2025,Damp & Mould,The landlord’s handling of damp and mould in the property.,Maladministration,1263
2897,202506388,GreenSquareAccord Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,No Maladministration,1263
2898,202330017,Haringey London Borough Council,Local Authority / ALMO or TMO,25 November 2025,Damp & Mould,"Reports of leaks, damp and mould and associated repairs.",Severe Maladministration,1264
2899,202330017,Haringey London Borough Council,Local Authority / ALMO or TMO,25 November 2025,Complaint Handling,The handling of the complaint,Severe Maladministration,1264
2900,202414314,Home Group Limited,Housing Association,25 November 2025,Repairs & Maintenance,Th e handling of repairs and maintenance,Reasonable Redress,1265
2901,202414314,Home Group Limited,Housing Association,25 November 2025,Anti-Social Behaviour (ASB),The handling of reports of ASB,Maladministration,1265
2902,202414314,Home Group Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1265
2903,202507569,LiveWest Homes Limited,Housing Association,25 November 2025,Anti-Social Behaviour (ASB),The landlord’s handling of ASB,Service Failure,1267
2904,202507569,LiveWest Homes Limited,Housing Association,25 November 2025,Rehousing & Allocations,The landlord’s handling of an exceptional transfer including an allegation of discrimination,Service Failure,1267
2905,202507569,LiveWest Homes Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1267
2906,202447613,London & Quadrant Housing Trust,Housing Association,25 November 2025,Complaint Handling,The repairs handling,Maladministration,1268
2907,202447613,London & Quadrant Housing Trust,Housing Association,25 November 2025,Pest Control,The handling of the pest control,Service Failure,1268
2908,202447613,London & Quadrant Housing Trust,Housing Association,25 November 2025,Anti-Social Behaviour (ASB),The landlord’s ASB handling,Maladministration,1268
2909,202447613,London & Quadrant Housing Trust,Housing Association,25 November 2025,Rehousing & Allocations,The resident’s rehousing request,Maladministration,1268
2910,202447613,London & Quadrant Housing Trust,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1268
2911,202320536,London Borough of Barnet,Local Authority / ALMO or TMO,25 November 2025,Damp & Mould,The landlord’s handling of damp and mould,Maladministration,1269
2912,202320536,London Borough of Barnet,Local Authority / ALMO or TMO,25 November 2025,Complaint Handling,The landlord’s complaint handling,Maladministration,1269
2913,202507401,London Borough of Barnet,Local Authority / ALMO or TMO,25 November 2025,Damp & Mould,The landlord’s response to the resident’s report of damp and mould,Maladministration,1270
2914,202507401,London Borough of Barnet,Local Authority / ALMO or TMO,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1270
2915,202336114,London Borough of Lambeth,Local Authority / ALMO or TMO,25 November 2025,Other,The landlord’s hand l ing of the resident’s requests for repairs,Maladministration,1271
2916,202336114,London Borough of Lambeth,Local Authority / ALMO or TMO,25 November 2025,Other,,Reasonable Redress,1271
2917,202421626,London Borough of Lambeth,Local Authority / ALMO or TMO,25 November 2025,Complaint Handling,The landlord’s handling of the resident’s reports of damaged plaster,Maladministration,1272
2918,202421626,London Borough of Lambeth,Local Authority / ALMO or TMO,25 November 2025,Complaint Handling,The landlord’s complaint handling,Maladministration,1272
2919,202415671,London Borough of Lewisham,Local Authority,25 November 2025,Other,L eak from the kitchen ceiling,Service Failure,1273
2920,202415671,London Borough of Lewisham,Local Authority,25 November 2025,Complaint Handling,Complaint handling,No Maladministration,1273
2921,202433437,Metropolitan Thames Valley Housing (MTV),Housing Association,25 November 2025,Repairs & Maintenance,The landlord’s response to reports of front door repairs and worktop damage.,Maladministration,1274
2922,202441461,NSAH (Alliance Homes) Limited,Housing Association,25 November 2025,Damp & Mould,The landlord’s handling of reports of damp and mould,Maladministration,1275
2923,202441461,NSAH (Alliance Homes) Limited,Housing Association,25 November 2025,Complaint Handling,The landlord’s handling of requests to rehouse the resident,No Maladministration,1275
2924,202441461,NSAH (Alliance Homes) Limited,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Service Failure,1275
2925,202232297,Paragon Asra Housing Limited,Housing Association,25 November 2025,Repairs & Maintenance,R equest to install extractor fans and replace an internal door,No Maladministration,1276
2926,202232297,Paragon Asra Housing Limited,Housing Association,25 November 2025,Other,,Reasonable Redress,1276
2927,202332699,Peabody Trust,Housing Association,25 November 2025,Repairs & Maintenance,The landlord’s response to the resident’s concerns about its repair webform,Reasonable Redress,1277
2928,202332699,Peabody Trust,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1277
2929,202448157,Peabody Trust,Housing Association,25 November 2025,Damp & Mould,Damp and mould reports,Maladministration,1278
2930,202448157,Peabody Trust,Housing Association,25 November 2025,Leaks & Water Ingress,Gas leak,Maladministration,1278
2931,202448157,Peabody Trust,Housing Association,25 November 2025,Complaint Handling,The handling of the complaint,Reasonable Redress,1278
